id,protocol,source_ip,source_port,dest_ip,dest_port,action,time
2792,tcp,45.224.149.15,42,91.106.207.43,8,established,2025-03-10 10:09:27
2793,tcp,172.8.26.3,39838,74.125.141.188,80,established,2025-03-09 21:42:01
2794,tcp,45.224.149.15,99,157.245.154.101,80,established,2025-03-09 19:20:07
2795,tcp,45.224.149.15,34,31.129.97.241,8,established,2025-03-09 05:17:31
2796,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 09:36:56
2797,tcp,157.230.38.76,35,45.224.149.15,9,established,2025-03-10 00:30:45
2798,udp,192.168.20.42,40,163.70.152.63,4,established,2025-03-10 11:54:13
2799,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 16:47:29
2800,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-10 08:43:33
2801,tcp,172.8.26.9,60110,74.125.134.188,80,established,2025-03-09 00:06:11
2802,tcp,103.169.35.190,4,45.224.149.15,5,established,2025-03-10 11:04:40
2803,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 11:30:14
2804,tcp,45.224.149.15,99,157.245.154.101,80,established,2025-03-09 08:14:39
2805,tcp,199.189.85.10,33,45.224.149.15,9,established,2025-03-09 02:40:56
2806,tcp,159.223.120.22,4,45.224.149.15,9,established,2025-03-10 03:02:11
2807,tcp,192.168.20.159,3,108.177.12.188,80,established,2025-03-09 01:56:17
2808,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-10 19:50:59
2809,tcp,139.59.236.58,54,45.224.149.15,9,established,2025-03-09 19:58:08
2810,tcp,45.224.149.15,49,66.29.132.30,44,established,2025-03-10 15:03:37
2811,tcp,192.168.20.49,36,173.231.16.77,4,established,2025-03-09 02:52:38
2812,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 14:17:39
2813,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-09 14:26:00
2814,tcp,203.161.47.235,4,45.224.149.15,9,established,2025-03-09 02:33:05
2815,tcp,192.168.20.46,38,71.18.24.113,44,established,2025-03-09 23:28:07
2816,tcp,23.171.216.84,61,45.224.149.15,3,established,2025-03-09 23:39:02
2817,tcp,199.189.85.12,35,45.224.149.15,9,established,2025-03-10 16:57:58
2818,tcp,95.163.238.143,8,45.224.149.15,3,established,2025-03-10 06:17:39
2819,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 05:32:58
2820,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-10 08:44:54
2821,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-10 01:51:41
2822,tcp,104.248.148.61,4,45.224.149.15,9,established,2025-03-09 08:00:35
2823,tcp,202.95.15.108,44,45.224.149.15,4,established,2025-03-10 15:27:17
2824,tcp,45.224.149.15,99,206.189.81.9,37,established,2025-03-09 05:11:46
2825,tcp,192.168.20.22,38,200.24.128.7,44,established,2025-03-10 06:57:46
2826,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-10 08:19:29
2827,tcp,47.104.185.217,8,45.224.149.15,5,established,2025-03-09 15:07:29
2828,tcp,207.38.88.104,34,45.224.149.15,9,established,2025-03-10 17:03:51
2829,tcp,45.224.149.15,34,162.213.251.172,80,established,2025-03-09 02:13:50
2830,tcp,45.224.149.15,58,103.251.44.184,80,established,2025-03-10 04:25:17
2831,tcp,45.224.149.15,40,91.106.207.43,8,established,2025-03-09 14:05:47
2832,tcp,45.224.149.15,99,139.59.234.8,54,established,2025-03-09 08:19:20
2833,tcp,199.189.85.11,52,45.224.149.15,9,established,2025-03-10 07:17:23
2834,tcp,192.168.20.17,37,142.250.98.188,80,established,2025-03-10 02:33:58
2835,tcp,170.39.193.146,5,45.224.149.15,9,established,2025-03-09 12:46:56
2836,tcp,47.104.185.217,8,45.224.149.15,5,established,2025-03-09 18:24:29
2837,tcp,45.224.149.15,47,195.239.64.12,4,established,2025-03-09 21:31:57
2838,tcp,45.224.149.15,99,167.71.216.110,80,established,2025-03-09 02:48:09
2839,tcp,192.168.20.159,4,173.194.217.188,80,established,2025-03-09 15:05:35
2840,tcp,104.248.148.61,5,45.224.149.15,9,established,2025-03-10 16:53:24
2841,tcp,192.168.20.199,4,142.251.107.188,80,established,2025-03-09 20:40:17
2842,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-10 07:37:57
2843,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 17:59:10
2844,tcp,192.168.20.22,38,200.24.128.7,44,established,2025-03-09 12:57:09
2845,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 12:59:08
2846,tcp,45.224.149.15,99,178.237.58.185,80,established,2025-03-10 19:04:03
2847,tcp,170.39.194.120,5,45.224.149.15,9,established,2025-03-09 03:06:55
2848,tcp,45.224.149.15,41,91.106.207.43,8,established,2025-03-09 17:09:46
2849,tcp,45.224.149.15,59,91.106.207.43,8,established,2025-03-10 01:48:26
2850,tcp,199.189.85.13,46,45.224.149.15,9,established,2025-03-10 01:58:26
2851,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 12:58:12
2852,tcp,45.224.149.15,99,159.223.73.177,80,established,2025-03-09 08:29:12
2853,tcp,45.224.149.15,39,66.29.137.57,44,established,2025-03-10 09:13:47
2854,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 20:35:22
2855,tcp,45.224.149.15,34,91.106.207.43,8,established,2025-03-10 10:53:00
2856,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 18:11:25
2857,tcp,185.91.127.10,48,45.224.149.15,9,established,2025-03-10 19:26:19
2858,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-09 17:38:25
2859,tcp,45.224.149.15,37,188.93.211.17,8,established,2025-03-10 07:07:43
2860,tcp,45.224.149.15,44,91.106.207.43,8,established,2025-03-10 15:15:51
2861,tcp,45.224.149.15,99,38.242.150.255,80,established,2025-03-09 11:44:31
2862,tcp,45.224.149.15,39,31.129.97.241,8,established,2025-03-09 05:40:15
2863,tcp,45.224.149.15,59,199.188.205.22,80,established,2025-03-09 09:42:27
2864,tcp,203.161.47.79,56,45.224.149.15,9,established,2025-03-10 21:31:32
2865,tcp,45.224.149.15,59,31.129.97.241,4,established,2025-03-09 14:26:09
2866,tcp,45.224.149.15,33,43.130.237.62,8,established,2025-03-09 08:13:44
2867,tcp,68.183.225.205,6,45.224.149.15,9,established,2025-03-09 07:09:51
2868,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 13:56:26
2869,tcp,45.224.149.15,37,31.31.196.109,2,established,2025-03-09 18:03:37
2870,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-10 02:26:42
2871,tcp,45.224.149.15,50,66.29.132.30,44,established,2025-03-09 03:49:56
2872,tcp,45.224.149.15,99,128.199.164.67,80,established,2025-03-09 20:05:53
2873,tcp,170.39.194.120,5,45.224.149.15,9,established,2025-03-10 12:10:34
2874,tcp,178.237.58.240,4,45.224.149.15,9,established,2025-03-10 02:18:22
2875,tcp,192.168.20.135,5,173.194.217.188,80,established,2025-03-10 04:05:35
2876,tcp,192.168.20.13,57,23.43.173.173,4,established,2025-03-09 20:37:02
2877,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-09 08:09:04
2878,tcp,45.224.149.15,99,146.190.100.33,80,established,2025-03-10 18:01:21
2879,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-09 15:58:15
2880,tcp,170.39.194.40,51,45.224.149.15,9,established,2025-03-09 22:02:54
2881,tcp,178.237.58.249,5,45.224.149.15,9,established,2025-03-10 15:24:34
2882,tcp,172.8.26.8,48780,108.177.12.188,80,established,2025-03-09 15:21:29
2883,tcp,178.237.58.228,3,45.224.149.15,9,established,2025-03-09 08:43:32
2884,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-10 17:54:38
2885,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 07:54:08
2886,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 07:34:44
2887,tcp,192.168.20.24,46,173.194.216.188,80,established,2025-03-09 18:22:23
2888,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 14:26:33
2889,tcp,45.224.149.15,33,91.106.207.43,8,established,2025-03-10 02:18:03
2890,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 08:33:58
2891,tcp,45.224.149.15,37,31.129.97.241,4,established,2025-03-10 16:14:44
2892,tcp,188.166.191.205,80,45.224.149.15,9,established,2025-03-10 14:19:38
2893,tcp,209.74.88.199,44,45.224.149.15,6,established,2025-03-10 08:07:10
2894,tcp,45.224.149.15,99,178.237.58.226,80,established,2025-03-09 14:24:42
2895,tcp,170.39.193.146,3,45.224.149.15,9,established,2025-03-10 17:23:33
2896,tcp,45.224.149.15,57,2.56.165.194,30,established,2025-03-09 17:27:03
2897,udp,192.168.20.163,5,52.115.167.19,3,established,2025-03-09 20:46:44
2898,tcp,45.224.149.15,99,128.199.164.67,80,established,2025-03-10 05:12:44
2899,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-09 13:06:00
2900,tcp,45.224.149.15,99,134.195.158.53,80,established,2025-03-10 09:14:56
2901,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-09 11:35:13
2902,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-10 17:29:31
2903,tcp,45.224.149.15,99,128.199.184.37,80,established,2025-03-09 03:56:20
2904,tcp,62.138.14.196,55,45.224.149.15,9,established,2025-03-09 21:35:17
2905,tcp,95.163.239.138,8,45.224.149.15,5,established,2025-03-10 15:11:16
2906,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 03:22:05
2907,tcp,170.39.194.120,3,45.224.149.15,9,established,2025-03-10 13:09:31
2908,tcp,45.224.149.15,37,91.106.207.43,8,established,2025-03-09 19:33:06
2909,tcp,39.106.73.67,80,45.224.149.15,4,established,2025-03-09 14:46:34
2910,tcp,45.224.149.15,99,159.89.206.63,5,established,2025-03-10 04:34:30
2911,tcp,45.224.149.15,99,128.199.96.38,5,established,2025-03-09 15:28:46
2912,tcp,38.180.249.152,4,45.224.149.15,4,established,2025-03-09 05:17:40
2913,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 17:03:44
2914,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 01:16:16
2915,tcp,45.224.149.15,99,159.65.134.137,80,established,2025-03-09 18:24:24
2916,tcp,45.224.149.15,58,31.129.97.241,8,established,2025-03-09 17:02:41
2917,tcp,60.251.54.203,60,45.224.149.15,9,established,2025-03-09 13:30:32
2918,tcp,45.224.149.15,33,91.106.207.43,8,established,2025-03-10 18:13:16
2919,tcp,170.39.194.40,47,45.224.149.15,9,established,2025-03-09 01:22:06
2920,tcp,45.224.149.15,99,62.171.189.36,5,established,2025-03-10 00:38:29
2921,tcp,192.168.20.80,47,74.125.196.188,80,established,2025-03-09 02:42:25
2922,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 17:36:17
2923,tcp,45.224.149.15,99,176.65.128.69,6,established,2025-03-09 13:04:38
2924,tcp,45.224.149.15,51,195.239.64.191,80,established,2025-03-09 14:30:54
2925,tcp,45.224.149.15,36,31.129.97.241,8,established,2025-03-10 04:19:39
2926,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 11:49:09
2927,tcp,45.224.149.15,99,128.199.164.67,80,established,2025-03-09 10:26:46
2928,tcp,192.168.20.150,6,47.84.43.81,937,established,2025-03-09 10:17:16
2929,tcp,170.39.194.243,4,45.224.149.15,9,established,2025-03-10 02:18:26
2930,tcp,45.224.149.15,99,178.237.58.226,80,established,2025-03-09 17:34:23
2931,tcp,178.128.241.124,80,45.224.149.15,9,established,2025-03-09 00:19:05
2932,tcp,116.197.133.193,80,45.224.149.15,3,established,2025-03-09 04:42:17
2933,tcp,103.140.90.101,4,45.224.149.15,5,established,2025-03-10 18:59:24
2934,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-10 04:58:31
2935,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-10 09:30:37
2936,tcp,45.224.149.15,35,91.106.207.43,8,established,2025-03-10 04:25:19
2937,tcp,170.39.194.215,4,45.224.149.15,9,established,2025-03-09 15:33:34
2938,tcp,45.224.149.15,99,178.128.241.124,80,established,2025-03-10 05:22:35
2939,tcp,45.224.149.15,38,80.78.247.148,2,established,2025-03-10 20:20:44
2940,tcp,45.224.149.15,60,188.93.211.17,2,established,2025-03-09 10:27:24
2941,tcp,192.168.20.80,39,163.70.152.21,4,established,2025-03-10 10:20:43
2942,tcp,192.168.20.224,5,47.252.25.16,93,established,2025-03-10 09:51:55
2943,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 00:37:29
2944,tcp,194.233.73.213,4,45.224.149.15,9,established,2025-03-09 14:17:01
2945,tcp,170.39.193.187,4,45.224.149.15,9,established,2025-03-09 02:29:01
2946,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-10 06:49:32
2947,tcp,45.224.149.15,48,199.188.205.22,80,established,2025-03-10 05:19:59
2948,tcp,170.39.194.40,60,45.224.149.15,9,established,2025-03-09 01:07:01
2949,tcp,45.224.149.15,58,66.29.132.30,44,established,2025-03-10 03:14:11
2950,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-09 10:48:14
2951,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 01:14:57
2952,tcp,172.8.26.12,3638,3.163.58.107,44,established,2025-03-10 02:36:47
2953,tcp,45.224.149.15,51,199.188.205.22,80,established,2025-03-10 18:42:32
2954,tcp,192.168.20.222,5,173.194.215.188,80,established,2025-03-09 21:20:45
2955,tcp,104.248.148.61,5,45.224.149.15,9,established,2025-03-09 17:15:29
2956,tcp,45.224.149.15,46,43.130.237.62,8,established,2025-03-10 03:10:08
2957,tcp,43.226.79.178,39,45.224.149.15,5,established,2025-03-10 19:56:30
2958,tcp,45.224.149.15,49,43.130.237.62,8,established,2025-03-10 10:50:13
2959,tcp,45.224.149.15,60,195.239.64.191,80,established,2025-03-10 16:47:24
2960,tcp,194.233.73.213,4,45.224.149.15,9,established,2025-03-10 04:16:27
2961,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 18:23:28
2962,tcp,45.224.149.15,49,202.95.15.108,4,established,2025-03-09 01:15:43
2963,tcp,45.224.149.15,99,128.199.96.38,4,established,2025-03-10 15:40:51
2964,tcp,45.224.149.15,99,157.245.59.242,80,established,2025-03-09 15:07:02
2965,tcp,103.17.76.8,443,45.224.149.15,3,established,2025-03-09 02:13:04
2966,tcp,192.168.20.106,5,173.194.215.188,80,established,2025-03-09 17:37:03
2967,tcp,45.224.149.15,99,157.245.7.255,3,established,2025-03-09 02:22:41
2968,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-09 06:11:59
2969,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 16:49:37
2970,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 21:58:59
2971,tcp,192.64.117.94,44,45.224.149.15,4,established,2025-03-09 11:05:55
2972,tcp,45.224.149.15,99,139.59.236.47,4,established,2025-03-09 19:07:23
2973,tcp,103.140.90.101,4,45.224.149.15,5,established,2025-03-10 20:12:30
2974,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 13:07:43
2975,tcp,104.248.148.61,3,45.224.149.15,9,established,2025-03-10 21:16:32
2976,tcp,45.224.149.15,49,31.129.97.241,8,established,2025-03-09 18:24:59
2977,tcp,45.224.149.15,99,178.128.240.16,80,established,2025-03-10 20:32:53
2978,tcp,170.39.194.20,40,45.224.149.15,9,established,2025-03-09 12:17:07
2979,tcp,178.237.58.240,5,45.224.149.15,9,established,2025-03-09 10:03:34
2980,tcp,45.224.149.15,42,199.188.205.22,80,established,2025-03-09 22:17:45
2981,tcp,199.59.243.228,4,45.224.149.15,3,established,2025-03-09 20:45:44
2982,tcp,45.224.149.15,44,91.106.207.43,8,established,2025-03-10 19:02:17
2983,tcp,192.168.20.159,4,173.194.210.188,80,established,2025-03-10 19:04:34
2984,tcp,207.38.88.150,34,45.224.149.15,9,established,2025-03-09 10:08:41
2985,tcp,45.224.149.15,37,162.0.232.191,4,established,2025-03-10 07:46:43
2986,tcp,45.224.149.15,37,199.188.205.22,80,established,2025-03-10 09:25:31
2987,tcp,192.168.20.22,16,200.24.140.18,4,established,2025-03-10 19:27:43
2988,tcp,45.224.149.15,99,170.39.193.52,3,established,2025-03-10 08:59:15
2989,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 21:36:56
2990,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 07:14:28
2991,tcp,192.168.20.22,58,200.24.129.17,4,established,2025-03-10 21:10:39
2992,tcp,157.245.196.167,80,45.224.149.15,9,established,2025-03-10 14:57:14
2993,tcp,157.245.196.167,80,45.224.149.15,9,established,2025-03-09 22:04:33
2994,tcp,209.74.71.244,37,45.224.149.15,9,established,2025-03-10 01:08:44
2995,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 06:52:16
2996,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 17:14:06
2997,tcp,45.224.149.15,99,157.245.154.101,80,established,2025-03-10 00:52:23
2998,tcp,192.168.20.142,4,172.217.173.195,80,established,2025-03-10 21:50:51
2999,tcp,45.224.149.15,39,199.188.205.22,80,established,2025-03-09 03:17:49
3000,tcp,192.168.20.17,44,130.44.212.248,80,established,2025-03-09 16:29:23
3001,tcp,45.224.149.15,38,195.239.64.95,8,established,2025-03-10 03:58:41
3002,tcp,95.163.239.138,8,45.224.149.15,4,established,2025-03-10 02:09:14
3003,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-10 12:26:57
3004,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-09 15:46:50
3005,tcp,50.30.32.54,4988,45.224.149.15,9,established,2025-03-10 10:39:54
3006,tcp,45.224.149.15,49,66.70.164.110,8,established,2025-03-10 11:16:01
3007,tcp,192.168.20.208,5,143.204.23.92,4,established,2025-03-10 11:05:21
3008,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 10:48:16
3009,tcp,45.224.149.15,99,178.128.27.146,80,established,2025-03-09 12:57:50
3010,tcp,45.224.149.15,53,31.129.97.241,8,established,2025-03-09 11:41:05
3011,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-09 03:51:52
3012,tcp,170.39.194.20,36,45.224.149.15,9,established,2025-03-09 15:48:48
3013,tcp,45.224.149.15,39,188.93.211.17,8,established,2025-03-10 00:39:11
3014,udp,192.168.20.150,5,190.111.80.199,80,established,2025-03-09 19:10:20
3015,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-10 09:00:55
3016,tcp,209.74.83.244,38,45.224.149.15,9,established,2025-03-09 13:31:43
3017,tcp,60.251.54.203,63,45.224.149.15,9,established,2025-03-10 21:43:44
3018,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-09 20:08:16
3019,tcp,162.244.26.63,48,45.224.149.15,9,established,2025-03-10 17:50:05
3020,tcp,45.224.149.15,58,66.29.132.30,44,established,2025-03-09 18:35:00
3021,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 06:35:01
3022,tcp,91.106.207.43,80,45.224.149.15,6,established,2025-03-09 12:38:46
3023,tcp,159.223.73.177,4,45.224.149.15,9,established,2025-03-09 07:58:38
3024,tcp,45.224.149.15,42,202.95.15.108,4,established,2025-03-09 09:05:49
3025,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 14:45:05
3026,tcp,178.237.58.228,3,45.224.149.15,9,established,2025-03-10 21:00:33
3027,tcp,192.168.20.159,5,74.125.134.188,80,established,2025-03-09 08:22:22
3028,tcp,192.168.20.80,59,163.70.152.21,4,established,2025-03-10 20:33:18
3029,tcp,45.224.149.15,99,152.42.248.10,4,established,2025-03-09 15:48:02
3030,tcp,60.251.54.203,30,45.224.149.15,9,established,2025-03-09 15:40:57
3031,tcp,178.128.217.124,80,45.224.149.15,9,established,2025-03-10 18:51:52
3032,tcp,45.224.149.15,34,43.130.237.62,8,established,2025-03-09 02:13:37
3033,tcp,178.237.58.249,5,45.224.149.15,9,established,2025-03-10 13:08:01
3034,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-10 01:06:43
3035,tcp,45.224.149.15,99,152.42.188.33,4,established,2025-03-09 02:12:47
3036,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 11:03:08
3037,tcp,45.224.149.15,60,91.106.207.43,8,established,2025-03-10 05:15:53
3038,tcp,152.42.180.140,5,45.224.149.15,9,established,2025-03-09 02:12:05
3039,tcp,45.224.149.15,60,43.130.237.62,8,established,2025-03-10 17:49:46
3040,tcp,51.15.21.147,475,45.224.149.15,9,established,2025-03-09 02:20:25
3041,tcp,199.189.85.13,37,45.224.149.15,9,established,2025-03-09 21:47:17
3042,tcp,45.224.149.15,59,94.228.114.194,80,established,2025-03-09 00:28:19
3043,tcp,192.168.20.22,59,142.251.107.188,80,established,2025-03-09 09:18:04
3044,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 16:12:33
3045,tcp,172.8.26.12,4115,23.208.28.29,44,established,2025-03-09 00:01:36
3046,tcp,45.224.149.15,55,31.129.97.241,5,established,2025-03-10 12:03:28
3047,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 21:54:46
3048,tcp,172.8.26.12,4927,44.199.117.19,4,established,2025-03-10 11:42:00
3049,tcp,134.195.158.54,4,45.224.149.15,9,established,2025-03-10 13:47:53
3050,tcp,45.224.149.15,99,134.195.158.128,80,established,2025-03-10 09:39:25
3051,tcp,172.8.26.6,50059,163.70.152.7,44,established,2025-03-10 14:56:32
3052,tcp,170.39.194.215,5,45.224.149.15,9,established,2025-03-10 19:59:23
3053,tcp,45.224.149.15,43,91.106.207.43,8,established,2025-03-10 14:10:02
3054,tcp,170.39.193.187,4,45.224.149.15,9,established,2025-03-10 06:45:20
3055,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 12:53:11
3056,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-09 06:44:05
3057,tcp,45.224.149.15,59,31.129.97.241,1,established,2025-03-10 06:45:35
3058,tcp,45.224.149.15,35,91.106.207.43,8,established,2025-03-10 11:13:35
3059,tcp,192.168.20.248,6,142.251.132.99,80,established,2025-03-10 15:49:07
3060,tcp,45.224.149.15,54,125.64.3.173,44,established,2025-03-10 09:57:53
3061,tcp,45.224.149.15,41,198.54.125.224,80,established,2025-03-09 02:07:43
3062,tcp,103.251.44.184,4,45.224.149.15,5,established,2025-03-09 15:28:21
3063,tcp,45.224.149.15,99,216.9.225.85,55,established,2025-03-09 00:06:02
3064,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 03:31:43
3065,tcp,45.224.149.15,60,163.70.152.63,4,established,2025-03-09 07:11:40
3066,tcp,170.39.193.146,3,45.224.149.15,9,established,2025-03-10 19:37:34
3067,tcp,199.189.85.9,443,45.224.149.15,9,established,2025-03-10 13:15:39
3068,tcp,170.39.194.40,44,45.224.149.15,9,established,2025-03-10 17:40:13
3069,tcp,192.168.20.159,3,108.177.11.188,80,established,2025-03-10 14:54:48
3070,tcp,157.245.196.167,80,45.224.149.15,9,established,2025-03-10 08:20:26
3071,tcp,45.224.149.15,60,31.129.97.241,1,established,2025-03-10 18:09:26
3072,tcp,154.81.156.31,42,45.224.149.15,9,established,2025-03-09 06:10:23
3073,tcp,192.168.20.22,46,200.24.128.19,4,established,2025-03-10 01:07:42
3074,tcp,45.224.149.15,35,199.188.205.22,80,established,2025-03-09 18:49:39
3075,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-09 16:09:16
3076,tcp,188.166.191.205,80,45.224.149.15,9,established,2025-03-09 15:14:01
3077,tcp,45.224.149.15,57,162.0.232.216,4,established,2025-03-09 07:23:13
3078,tcp,45.224.149.15,47,103.251.44.184,80,established,2025-03-09 08:14:26
3079,tcp,95.163.238.143,8,45.224.149.15,5,established,2025-03-10 21:35:12
3080,tcp,31.31.196.109,80,45.224.149.15,5,established,2025-03-10 04:07:01
3081,tcp,45.224.149.15,99,206.189.88.214,80,established,2025-03-09 23:15:32
3082,tcp,199.212.57.88,44,45.224.149.15,4,established,2025-03-10 05:44:13
3083,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-10 04:16:54
3084,tcp,178.237.58.249,4,45.224.149.15,9,established,2025-03-10 20:50:26
3085,tcp,192.168.20.142,3,108.177.12.188,80,established,2025-03-10 15:52:01
3086,tcp,43.226.79.178,39,45.224.149.15,4,established,2025-03-09 11:41:13
3087,tcp,45.224.149.15,49,31.129.97.241,5,established,2025-03-10 15:58:44
3088,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-10 18:23:15
3089,tcp,45.224.149.15,44,31.31.196.109,8,established,2025-03-10 10:42:08
3090,tcp,172.8.26.10,4302,173.194.210.188,80,established,2025-03-09 21:22:58
3091,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 18:21:47
3092,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-09 02:13:49
3093,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 04:42:33
3094,tcp,80.75.212.96,363,45.224.149.15,9,established,2025-03-09 09:06:08
3095,tcp,60.251.54.203,57,45.224.149.15,9,established,2025-03-09 04:16:03
3096,tcp,45.224.149.15,36,199.188.205.22,80,established,2025-03-09 15:48:22
3097,tcp,45.224.149.15,43,91.106.207.43,8,established,2025-03-09 00:23:29
3098,tcp,45.224.149.15,33,199.188.205.22,80,established,2025-03-09 19:03:50
3099,tcp,45.224.149.15,44,80.78.247.148,2,established,2025-03-09 14:44:48
3100,tcp,170.39.194.120,3,45.224.149.15,9,established,2025-03-10 02:29:23
3101,tcp,192.168.20.22,57,130.44.212.235,80,established,2025-03-10 19:15:47
3102,tcp,103.79.90.69,443,45.224.149.15,4,established,2025-03-09 09:24:02
3103,tcp,192.168.20.117,4,161.117.251.225,80,established,2025-03-09 06:56:35
3104,tcp,198.7.114.164,51,45.224.149.15,9,established,2025-03-10 03:50:11
3105,tcp,45.224.149.15,50,34.160.17.71,44,established,2025-03-10 09:40:51
3106,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 20:58:57
3107,tcp,192.168.20.163,3,74.125.141.188,80,established,2025-03-10 08:51:05
3108,tcp,45.224.149.15,99,163.172.69.173,80,established,2025-03-10 21:04:56
3109,tcp,209.74.88.199,44,45.224.149.15,3,established,2025-03-10 21:44:53
3110,tcp,45.224.149.15,58,91.106.207.43,8,established,2025-03-09 11:31:24
3111,tcp,45.224.149.15,39,31.129.97.241,1,established,2025-03-10 08:14:18
3112,tcp,45.224.149.15,53,202.157.188.52,80,established,2025-03-10 14:47:28
3113,tcp,103.136.182.101,80,45.224.149.15,4,established,2025-03-10 11:40:11
3114,tcp,172.8.26.5,9198,74.125.26.188,5,established,2025-03-09 05:42:50
3115,tcp,45.224.149.15,99,68.183.189.220,80,established,2025-03-09 14:16:56
3116,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-09 15:13:20
3117,tcp,192.168.20.150,3,52.250.45.119,4,established,2025-03-09 14:37:50
3118,tcp,185.209.223.45,3,45.224.149.15,9,established,2025-03-09 02:01:55
3119,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 12:01:31
3120,tcp,45.224.149.15,55,199.188.205.22,80,established,2025-03-09 00:37:37
3121,tcp,45.224.149.15,33,199.188.205.22,80,established,2025-03-10 07:14:18
3122,tcp,185.188.104.12,4,45.224.149.15,4,established,2025-03-09 02:17:12
3123,tcp,157.245.204.22,4,45.224.149.15,9,established,2025-03-09 09:28:26
